user_id,name,age,circle,connection_type,tenure_months,arpu,daily_data_usage_gb,daily_call_minutes,night_usage_ratio,sms_count,preferred_plan_type,current_plan,ott_subscription,ott_usage,monthly_ott_spend,family_plan_members,international_roaming_freq,caller_tune_subscribed,responsiveness_to_offers,user_segment,is_student,last_recharge_date,last_recharge_amount,cluster
10409,Rohan Wagle,62,Kolkata,Prepaid,49,651,4.790467298359841,0.0,0.1433791970943853,12,NonStop Hero,Vi SuperHero 499,Netflix,1,82,1,0.04933222055720258,0,1,High Value Customer,0,2025-08-17,399,1
10410,Owen Gour,57,Delhi,Postpaid,28,954,0.8336303335367435,33.991194235197575,0.3080598147078098,19,Unlimited 5G,Vi NonStop Hero 499,JioHotstar,1,154,0,0.04504581026994284,0,2,OTT Subscriber,0,2025-08-23,449,0
10411,Edhitha Bhalla,67,Hyderabad,Prepaid,120,138,0.2465175684219511,21.94929613769854,0.6427974866971362,1,Data Pack,Vi NonStop Hero 399,Netflix,0,254,3,0.01705117530442196,0,2,Low Value Customer,0,2025-08-24,749,0
10412,Mason Bir,48,Delhi,Prepaid,50,238,0.14376037947846848,0.0,0.19879278269283335,15,Unlimited 5G,Vi Hero 999,Netflix,1,35,2,0.010684045982639378,0,1,Low Value Customer,0,2025-09-14,249,0
10413,Dayita Sood,41,Pune,Postpaid,98,1244,0.1,34.30635966027594,0.23414721548962997,9,SuperHero,Vi SuperHero 999,JioHotstar,1,41,3,0.05701903904190971,0,1,Occasional User,0,2025-08-24,698,1
10414,Kashish Iyengar,75,Hyderabad,Postpaid,95,673,3.8064448544248197,55.200100107331494,0.23168240258994105,6,SuperHero,Vi SuperHero 399,JioHotstar,1,249,4,0.3387826795906568,0,1,High Value Customer,0,2025-09-13,999,2
10415,Darsh Ramesh,59,Pune,Postpaid,3,780,2.0138234973726914,23.000167453138005,0.08515354619815953,1,NonStop Hero,Vi SuperHero 499,JioHotstar,1,273,3,0.014146217041749138,0,2,Family Plan User,0,2025-08-25,999,1
10416,Rajata Chaudhry,47,Delhi,Prepaid,5,1248,2.2561785317134335,0.0,0.24797043349734463,4,Data Pack,Vi Hero 299,SonyLIV,0,296,4,0.33397480501428395,0,2,Data-Heavy User,0,2025-08-26,299,1
10417,Owen Narayan,18,Chennai,Prepaid,107,252,1.7319843897053593,14.79433731388102,0.15001492074876688,18,Unlimited 5G,Vi SuperHero 299,SonyLIV,1,49,4,0.03274626265849607,1,0,Family Plan User,0,2025-09-13,399,0
10418,Andrew Palla,45,Mumbai,Prepaid,42,840,1.5923797696885849,67.12433419628924,0.08335223807143766,6,Unlimited 5G,Vi Hero 399,Netflix,1,166,0,0.41062983127584185,0,0,Business User,0,2025-08-22,698,2
10419,Warhi Suri,28,Delhi,Prepaid,18,907,0.8421596421998728,78.08614487062383,0.13037367618134602,3,OTT Combo,Vi NonStop Hero 399,JioHotstar,0,224,3,0.32641100717021726,0,0,Weekend Data User,0,2025-09-10,249,2
10420,Onkar Soni,63,Pune,Postpaid,89,1484,2.9198726084554147,8.529681801982775,0.31245741394143534,4,SuperHero,Vi SuperHero 499,None,1,454,3,0.07932605242677185,0,0,OTT Subscriber,0,2025-08-27,199,1
10421,Chakradev Mukhopadhyay,56,Pune,Postpaid,45,518,3.545581207113762,30.450421801111165,0.3457991965799771,13,Unlimited 5G,Vi Hero 399,Amazon Prime,1,420,0,0.0199761289542923,1,0,OTT Subscriber,0,2025-08-27,499,1
10422,Chandresh Pal,73,Hyderabad,Prepaid,36,1255,0.6419241352350884,14.75248092820194,0.49523970326928973,1,SuperHero,Vi SuperHero 399,SonyLIV,1,493,3,0.002682418121821854,0,2,OTT Subscriber,0,2025-08-17,199,1
10423,Yachana Grewal,21,Kolkata,Postpaid,6,1014,3.32612486353007,17.057685678269635,0.14284898818590802,3,Unlimited 5G,Vi Hero 399,Amazon Prime,0,222,0,0.006743127096612349,0,0,High Value Customer,0,2025-09-13,399,1
10424,Dayamai Lall,64,Hyderabad,Postpaid,30,150,0.6550839547245113,37.01330851388146,0.33061438862051207,3,NonStop Hero,Vi SuperHero 299,Amazon Prime,1,214,3,0.1938057353783834,1,1,Low Value Customer,0,2025-08-18,399,0
10425,Ekbal Hayer,22,Delhi,Postpaid,23,796,2.0,29.442492907048674,0.11730463114785247,12,NonStop Hero,Vi SuperHero 698,Amazon Prime,0,223,2,0.09470123344436812,1,0,High Value Customer,0,2025-09-05,299,1
10426,Jai Bora,20,Pune,Postpaid,59,272,1.5415496865110954,64.25109152927476,0.05325367909437141,13,SuperHero,Vi NonStop Hero 399,Netflix,1,155,4,0.0781234179446973,0,2,OTT Subscriber,0,2025-08-27,299,0
10427,Gaurika Barman,54,Pune,Postpaid,111,1343,3.445866410070186,24.074700749684308,0.3485981831775631,6,OTT Combo,Vi NonStop Hero 698,Netflix,0,44,0,0.021480561260215702,1,2,High Value Customer,0,2025-08-19,399,1
10428,Ansh Choudhary,33,Bangalore,Prepaid,117,820,0.40286242704402975,15.6013797144068,0.13846563418566304,18,Unlimited 5G,Vi NonStop Hero 299,JioHotstar,1,212,3,0.05760475451977348,1,2,OTT Subscriber,0,2025-09-14,698,0
10429,Fariq Brar,51,Chennai,Prepaid,11,957,1.3742496997263267,20.29132654247104,0.25323267979167685,17,Unlimited 5G,Vi Hero 698,Amazon Prime,1,330,1,0.002330265852040703,0,0,OTT Subscriber,0,2025-08-26,249,1
10430,Urishilla Mittal,19,Pune,Prepaid,59,774,1.5954056788412374,31.63376490244408,0.7834790261467833,14,SuperHero,Vi Hero 698,Amazon Prime,0,235,2,0.01388148262656924,0,2,Night User,0,2025-08-26,199,1
10431,Barkha Nigam,73,Hyderabad,Postpaid,68,1434,1.3638232249414306,35.53896184060527,0.5795435339820293,1,NonStop Hero,Vi NonStop Hero 499,None,0,197,4,0.1472678918245074,0,0,Family Plan User,0,2025-08-21,249,1
10432,Chakrika Mitra,57,Kolkata,Prepaid,15,272,0.4398942266617508,5.48981475504905,0.06988212058117844,12,NonStop Hero,Vi NonStop Hero 999,JioHotstar,0,263,2,0.11310988744224222,0,2,Low Value Customer,0,2025-08-29,249,0
10433,Janani Mukherjee,53,Delhi,Prepaid,84,569,1.7782105105618178,58.65075360355163,0.24003231394361013,15,OTT Combo,Vi Hero 399,Amazon Prime,0,171,2,0.0033624038465443398,0,1,Family Plan User,0,2025-08-30,698,0
10434,Indali Gill,35,Kolkata,Postpaid,63,261,0.1,27.540175431219048,0.23245975036091096,16,OTT Combo,Vi SuperHero 698,None,0,190,4,0.010240475708593218,1,1,Caller-Tune Enthusiast,0,2025-08-27,499,0
10435,Udyati Gole,69,Mumbai,Prepaid,51,284,2.700026058111387,11.619974130918834,0.5428447835530823,5,NonStop Hero,Vi SuperHero 299,Amazon Prime,0,234,2,0.05189031930102247,0,0,Occasional User,0,2025-08-31,299,0
10436,Radha Chada,73,Hyderabad,Prepaid,61,206,0.48964346005060666,42.08599729825097,0.4242409723176182,11,Data Pack,Vi NonStop Hero 299,Netflix,0,150,1,0.061258772176134284,0,0,Low Value Customer,0,2025-08-20,999,0
10437,Gaurika Kannan,59,Kolkata,Postpaid,63,837,2.688199486751147,24.57172312634494,0.3970799677881431,18,OTT Combo,Vi Hero 698,SonyLIV,1,296,2,0.07506850746415804,0,1,Occasional User,0,2025-09-10,449,1
10438,Wridesh Sundaram,32,Pune,Prepaid,19,1141,0.1,6.2182651715424555,0.12312337794320583,11,NonStop Hero,Vi NonStop Hero 399,None,1,147,1,0.023302075386815647,1,1,Family Plan User,0,2025-09-10,299,1
10439,Naksh Vohra,71,Mumbai,Postpaid,74,129,0.3472359912202596,42.28764118116959,0.2358326088470906,4,Data Pack,Vi NonStop Hero 499,Amazon Prime,0,121,1,0.10485382722213994,0,0,Low Value Customer,0,2025-08-25,499,0
10440,Caleb Chanda,40,Delhi,Postpaid,16,452,1.3826030254800679,2.301458227125103,0.04520286876295467,0,Data Pack,Vi NonStop Hero 399,SonyLIV,1,375,2,0.13521405603369493,0,2,OTT Subscriber,0,2025-08-29,999,0
10441,Faras Oza,39,Kolkata,Prepaid,103,1475,2.6238049400765857,0.0,0.21493114250452366,18,Data Pack,Vi NonStop Hero 299,SonyLIV,1,242,0,0.2123530547784387,0,2,Weekend Data User,0,2025-09-12,449,1
10442,Dev Narula,19,Mumbai,Postpaid,8,601,0.1,20.718132184643675,0.04933672751980454,19,SuperHero,Vi Hero 999,Amazon Prime,1,182,2,0.007579096035894809,0,0,Student User,0,2025-08-29,749,0
10443,Irya Seshadri,61,Chennai,Postpaid,78,328,1.6792274417589421,42.35159797438799,0.00853115551408962,19,OTT Combo,Vi SuperHero 499,SonyLIV,1,99,1,0.24573668882522903,1,1,Occasional User,0,2025-09-04,698,0
10444,Daksh Raghavan,41,Kolkata,Postpaid,58,174,2.5163358021238955,33.662730023961075,0.21413744105811197,17,Unlimited 5G,Vi SuperHero 698,SonyLIV,1,176,3,0.07109906754610185,0,2,Data-Heavy User,0,2025-08-18,698,0
10445,Qabil Chaudhry,64,Delhi,Postpaid,61,136,0.8859877430310585,29.860992658798235,0.4149325544168393,16,NonStop Hero,Vi SuperHero 999,SonyLIV,0,44,0,0.4498807021754815,0,2,Low Value Customer,0,2025-08-17,449,2
10446,Riya Narayanan,44,Pune,Prepaid,26,508,0.768018454177748,20.092090835789595,0.5820215364488783,5,Data Pack,Vi NonStop Hero 999,SonyLIV,1,290,0,0.09057546473004068,1,1,Night User,0,2025-08-20,449,0
10447,Nitesh Dewan,49,Mumbai,Prepaid,20,1295,2.338426576220452,30.630271688502052,0.05645205951545136,8,NonStop Hero,Vi Hero 698,JioHotstar,1,114,2,0.6397589176677707,0,1,International Roamer,0,2025-08-17,399,2
10448,Oeshi Suri,19,Bangalore,Postpaid,75,717,0.49672541747997045,65.61239553117369,0.34084369794317704,15,OTT Combo,Vi NonStop Hero 499,SonyLIV,1,34,0,0.21775313960486223,0,2,Family Plan User,0,2025-08-28,199,0
10449,Tanay Bhalla,72,Delhi,Postpaid,60,681,1.1498896412897555,0.0,0.2765953699671089,4,NonStop Hero,Vi SuperHero 299,Netflix,1,128,2,0.003917350208693182,0,1,OTT Subscriber,0,2025-09-14,449,0
10450,Dev Chahal,36,Delhi,Prepaid,98,1234,0.1,3.006591968103791,0.03928016313148428,3,OTT Combo,Vi SuperHero 999,Netflix,0,263,2,0.02897685970142838,1,2,Occasional User,0,2025-08-21,449,1
10451,Elijah Parikh,35,Kolkata,Prepaid,2,892,0.1,49.47574669075323,0.15989825687656617,4,OTT Combo,Vi NonStop Hero 499,SonyLIV,1,395,3,0.0808168536443439,0,0,OTT Subscriber,0,2025-09-12,399,0
10452,Utkarsh Murthy,27,Bangalore,Prepaid,54,1180,2.1103300478801303,19.24226700113394,0.08462733526759525,14,Unlimited 5G,Vi SuperHero 399,JioHotstar,1,385,3,0.01569381113083644,0,2,OTT Subscriber,0,2025-09-04,299,1
10453,Darsh Andra,70,Hyderabad,Postpaid,4,1055,0.1,20.444319035846206,0.1967861359088918,3,SuperHero,Vi SuperHero 399,Amazon Prime,1,88,2,0.07061170510328871,0,0,Family Plan User,0,2025-09-13,698,0
10454,Wakeeta Narasimhan,62,Pune,Postpaid,97,378,0.7439700245593268,48.298887562746145,0.2762755850433415,13,Unlimited 5G,Vi SuperHero 299,JioHotstar,0,9,4,0.18784458889922204,0,1,Data-Heavy User,0,2025-09-12,449,0
10455,Ikbal Malhotra,20,Bangalore,Prepaid,76,171,2.7071094141557,20.090111995588636,0.23971799054934906,6,SuperHero,Vi Hero 499,JioHotstar,0,63,0,0.1347006734559628,0,2,Data-Heavy User,0,2025-09-07,499,0
10456,Zaid Shukla,40,Bangalore,Prepaid,13,478,0.785358077779369,52.51332693328979,0.563112528720878,18,Unlimited 5G,Vi Hero 399,Amazon Prime,0,258,2,0.08166546693803702,0,2,Family Plan User,0,2025-09-15,249,0
10457,Osha Panchal,31,Hyderabad,Prepaid,57,1182,1.7393087831841205,40.55271483724764,0.7565654956987636,3,SuperHero,Vi NonStop Hero 698,SonyLIV,1,187,1,0.08815368456705484,0,1,Caller-Tune Enthusiast,0,2025-09-12,499,1
10458,Bhavani Yadav,25,Chennai,Postpaid,91,134,0.1,30.682834496285967,0.44352682389611603,9,OTT Combo,Vi Hero 299,JioHotstar,0,266,2,0.04190273671079978,0,1,Low Value Customer,0,2025-09-06,749,0
10459,Xavier Pau,56,Bangalore,Postpaid,38,788,0.7764421198174083,37.947709602391875,0.30524208259786006,13,SuperHero,Vi SuperHero 698,Netflix,1,115,1,0.09731825251155603,0,2,Data-Heavy User,0,2025-08-31,249,0
10460,Caleb Ramesh,43,Chennai,Postpaid,89,136,0.34988417296386976,16.85922665036539,0.2796492742454022,18,Unlimited 5G,Vi Hero 399,JioHotstar,0,61,2,0.019049916127845474,1,1,Low Value Customer,0,2025-09-09,698,0
10461,Dakshesh Ranganathan,25,Kolkata,Postpaid,97,626,2.0262021234788854,31.969443196658336,0.5785055424759384,20,Data Pack,Vi NonStop Hero 698,None,1,255,3,0.11666340946767889,1,2,Night User,0,2025-09-07,299,1
10462,Rishi Rao,67,Chennai,Postpaid,30,1081,1.0147656087719727,12.843021606122889,0.05243013002113998,20,SuperHero,Vi SuperHero 299,JioHotstar,1,227,0,0.10919322334879304,0,0,OTT Subscriber,0,2025-09-10,698,1
10463,Warhi Venkataraman,56,Bangalore,Prepaid,98,819,0.1,60.55163185490463,0.32878854515006783,2,OTT Combo,Vi NonStop Hero 698,Amazon Prime,0,155,2,0.11152585740263198,0,1,Data-Heavy User,0,2025-08-30,449,0
10464,Forum Dora,52,Mumbai,Postpaid,58,210,0.7329938085182442,26.870639290420893,0.289165598474028,10,Data Pack,Vi NonStop Hero 698,JioHotstar,0,16,0,0.006769375210765575,0,2,Low Value Customer,0,2025-08-19,449,0
10465,Neelima Deol,74,Delhi,Postpaid,92,486,1.4326388604484983,0.0,0.46293831882639236,12,Data Pack,Vi SuperHero 999,SonyLIV,1,220,4,0.20230110559660755,0,2,Data-Heavy User,0,2025-08-31,749,0
10466,Aarav Mitra,53,Kolkata,Postpaid,76,470,0.41929157695672603,1.6803762183063746,0.41312846102448775,12,OTT Combo,Vi Hero 499,Netflix,0,200,2,0.3,0,2,International Roamer,0,2025-09-14,299,0
10467,Amara Tara,71,Mumbai,Postpaid,49,900,2.6949374740530345,43.23265529476433,0.35048733304320495,3,Data Pack,Vi NonStop Hero 499,SonyLIV,1,298,2,0.0814379408771244,0,0,Family Plan User,0,2025-09-08,399,1
10468,Osha Pant,59,Pune,Postpaid,15,789,2.9147380790840014,8.043418679413335,0.4263524471110879,10,SuperHero,Vi SuperHero 999,Netflix,0,33,0,0.005431965048658851,0,1,Family Plan User,0,2025-08-28,999,1
10469,Gautami Singhal,75,Chennai,Prepaid,41,1925,5.097886506939158,15.166877759251648,0.12939021686747926,12,OTT Combo,Vi NonStop Hero 499,None,1,10,0,0.002209218043832445,1,0,High Value Customer,0,2025-08-24,399,1
10470,Nirja Chowdhury,39,Bangalore,Postpaid,47,1167,2.5117263987878884,59.070964438374645,0.28359853319112005,13,SuperHero,Vi NonStop Hero 299,None,1,85,1,0.16354853378351472,0,0,Data-Heavy User,0,2025-09-06,698,1
10471,Libni Wadhwa,69,Mumbai,Postpaid,35,612,1.9648457767595877,76.68060510780788,0.36297947749033016,2,OTT Combo,Vi Hero 698,SonyLIV,0,296,1,0.14352814329207936,0,0,Data-Heavy User,0,2025-08-26,449,0
10472,Kai Borah,50,Kolkata,Prepaid,54,764,0.1,56.34728880739708,0.09402634404215435,12,NonStop Hero,Vi Hero 999,SonyLIV,1,276,4,0.05820433923126269,0,0,Family Plan User,0,2025-08-26,999,0
10473,Ekantika Yadav,73,Pune,Postpaid,35,1853,2.0,0.0,0.2850040515298435,20,OTT Combo,Vi Hero 698,None,1,109,0,0.03607485385250796,0,1,High Value Customer,0,2025-09-01,299,1
10474,Hema Hari,33,Chennai,Postpaid,111,458,0.1,0.0,0.2794113998327753,2,SuperHero,Vi NonStop Hero 499,Netflix,1,222,1,0.21290513394894714,0,2,Data-Heavy User,0,2025-09-08,698,0
10475,Radha Raja,33,Delhi,Postpaid,60,556,2.468731866696449,42.227096953768566,0.2523629445623955,15,OTT Combo,Vi NonStop Hero 698,JioHotstar,0,98,1,0.006671850430396235,0,0,High Value Customer,0,2025-09-15,449,1
10476,Finn Gokhale,68,Hyderabad,Postpaid,101,718,1.9180100870953523,7.554248339359265,0.13084133584036514,0,Unlimited 5G,Vi SuperHero 499,None,0,21,2,0.1614451352862181,1,1,Data-Heavy User,0,2025-08-18,499,1
10477,Anamika Nadig,60,Pune,Prepaid,31,1496,2.416632421960107,54.315441067693556,0.2075423736921842,3,OTT Combo,Vi Hero 999,JioHotstar,0,203,4,0.3711626169706757,0,2,Occasional User,0,2025-08-22,999,2
10478,Urmi Sengupta,34,Bangalore,Prepaid,99,1166,2.3909506963111444,14.060311448100903,0.32684536568190914,10,NonStop Hero,Vi Hero 698,Amazon Prime,0,121,3,0.10041309922789753,0,0,Data-Heavy User,0,2025-09-10,399,1
10479,Yamini Wadhwa,35,Pune,Prepaid,63,1050,0.7827987800941715,33.30466173787216,0.2548432480578027,17,NonStop Hero,Vi Hero 299,Netflix,1,130,4,0.09558335331076497,0,2,Caller-Tune Enthusiast,0,2025-09-08,449,1
10480,Oeshi Barman,74,Hyderabad,Postpaid,106,446,2.5473892212067613,5.846081915739575,1.0,9,Unlimited 5G,Vi Hero 999,JioHotstar,1,243,0,0.03841485180847065,0,2,Night User,0,2025-09-08,449,1
10481,Aradhana Hegde,53,Pune,Prepaid,69,937,1.2068628722681591,40.857401899884,0.2320949604084897,7,Data Pack,Vi NonStop Hero 299,SonyLIV,1,185,2,0.07604956206309314,0,0,Caller-Tune Enthusiast,0,2025-09-06,399,1
10482,Harshil Sehgal,73,Chennai,Prepaid,36,1819,2.0,15.08971480077801,0.25816937026225395,2,Data Pack,Vi NonStop Hero 698,Netflix,1,162,3,0.2244965679219051,1,0,High Value Customer,0,2025-08-20,299,1
10483,Jeevika Kalla,62,Bangalore,Postpaid,59,207,0.8064546178345591,21.532891897535073,0.2207247755170363,0,Unlimited 5G,Vi Hero 399,SonyLIV,0,180,1,0.21111450586879865,0,0,Low Value Customer,0,2025-08-26,449,0
10484,Amol Hari,38,Delhi,Prepaid,67,1329,2.602697825589995,18.508580693175077,0.12813045034601767,20,SuperHero,Vi Hero 698,Netflix,0,56,3,0.07541145608314404,0,2,Student User,0,2025-09-11,449,1
10485,Veer Dass,29,Delhi,Prepaid,54,1364,3.149740918764275,22.122491599532857,0.3798447946288672,11,SuperHero,Vi NonStop Hero 698,None,1,144,1,0.0666812317272753,0,0,Data-Heavy User,0,2025-08-17,999,1
10486,Lakshmi Kala,59,Delhi,Postpaid,90,1403,0.6962359703089661,31.695962847923443,0.04246686014552788,5,Unlimited 5G,Vi NonStop Hero 999,SonyLIV,1,335,4,0.0006523566911696147,0,0,OTT Subscriber,0,2025-09-04,299,1
10487,Lipika Kothari,54,Pune,Postpaid,106,211,0.32819550795221036,86.84852596693003,0.22701394694543617,15,Unlimited 5G,Vi SuperHero 399,Amazon Prime,0,269,2,0.09961604027363223,0,1,Low Value Customer,0,2025-09-03,299,0
10488,Faras Sarma,45,Hyderabad,Prepaid,54,573,0.6993730982669936,11.675777521906028,0.38397714442022124,5,Data Pack,Vi SuperHero 299,Netflix,0,144,2,0.3,0,1,International Roamer,0,2025-08-17,399,0
10489,Aarnav Dasgupta,41,Mumbai,Postpaid,18,1343,0.1,62.87036612110703,0.24665966714244955,10,Data Pack,Vi Hero 399,SonyLIV,1,43,3,0.09065013847027144,1,1,Caller-Tune Enthusiast,0,2025-09-13,249,1
10490,Raghav Setty,53,Delhi,Postpaid,117,270,1.0311217027101738,0.0,0.23428951254728597,11,OTT Combo,Vi Hero 999,JioHotstar,0,170,0,0.07691563724091238,0,2,Occasional User,0,2025-09-03,449,0
10491,Saksham Iyengar,43,Mumbai,Prepaid,34,909,0.2100424467290185,33.11367005059636,0.1670794881924264,5,OTT Combo,Vi NonStop Hero 499,SonyLIV,0,286,1,0.027845667558367773,0,2,Data-Heavy User,0,2025-08-30,698,0
10492,Qarin Toor,27,Delhi,Postpaid,112,683,0.10990419291265185,13.95832949674044,0.6631925580840269,8,NonStop Hero,Vi NonStop Hero 499,Netflix,1,121,4,0.20669038711252222,1,1,OTT Subscriber,0,2025-08-30,499,0
10493,Oeshi Goswami,45,Pune,Prepaid,72,487,0.1,48.290027553961,0.33088276321095356,20,Data Pack,Vi SuperHero 399,Amazon Prime,1,251,0,0.012524442264787427,0,0,Caller-Tune Enthusiast,0,2025-08-31,449,0
10494,Viraj Chaudry,28,Mumbai,Postpaid,46,226,0.1185766453477774,66.7758672704276,0.21457302156329452,17,Data Pack,Vi NonStop Hero 698,JioHotstar,1,59,1,0.034228788282097716,0,0,Low Value Customer,0,2025-09-09,449,0
10495,Niharika Shan,29,Hyderabad,Prepaid,75,494,0.1,73.32539344087047,0.25842643246468366,0,OTT Combo,Vi Hero 399,SonyLIV,1,288,0,0.4155957047279114,0,1,Business User,0,2025-08-25,249,2
10496,Ayush Memon,74,Hyderabad,Prepaid,51,823,2.192836230127994,26.7835138411986,0.5331892328891775,11,OTT Combo,Vi SuperHero 499,Amazon Prime,0,145,0,0.011452563010430877,0,2,Caller-Tune Enthusiast,0,2025-08-25,749,1
10497,Bhavani Vora,47,Mumbai,Postpaid,42,1436,2.2110363687813135,18.419021576936622,0.19351494006685305,18,SuperHero,Vi SuperHero 299,Netflix,1,267,2,0.18917497066021055,1,2,OTT Subscriber,0,2025-09-13,999,1
10498,Fariq Chaudry,56,Delhi,Prepaid,99,165,0.3534571759668921,32.79497895508471,0.3619624430890112,12,Unlimited 5G,Vi SuperHero 399,Amazon Prime,0,204,3,0.06266964031035156,1,1,Low Value Customer,0,2025-08-26,299,0
10499,Bhavani Mistry,25,Hyderabad,Postpaid,116,761,1.3942513907919665,71.12843410917081,0.438304587832957,19,SuperHero,Vi NonStop Hero 299,Netflix,1,221,4,0.1,0,1,Business User,0,2025-08-18,698,0
10500,Nachiket Tara,48,Chennai,Postpaid,79,293,0.2520454486261833,42.97177951100305,0.32580751048003986,5,Data Pack,Vi Hero 698,JioHotstar,1,46,0,0.07939736184681877,0,1,Low Value Customer,0,2025-08-25,399,0
10501,Samuel Wadhwa,59,Hyderabad,Prepaid,38,467,1.2169001648254514,19.827868887390633,0.8337680261092436,14,Data Pack,Vi SuperHero 698,Netflix,1,269,1,0.04096496562402883,1,2,Night User,0,2025-08-18,449,0
10502,Krishna Rao,71,Bangalore,Prepaid,71,659,1.813412168369411,55.58002433369967,0.33852446564701094,2,Unlimited 5G,Vi Hero 299,None,1,151,3,0.007629688504424544,0,1,Data-Heavy User,0,2025-08-25,449,0
10503,Pooja Tata,40,Mumbai,Postpaid,23,104,0.3982609187216303,46.13969280435484,0.18596190185894565,5,Data Pack,Vi SuperHero 299,SonyLIV,0,257,2,0.07202683850201014,0,2,Low Value Customer,0,2025-09-01,749,0
10504,Keya Chopra,57,Delhi,Prepaid,96,932,2.828038746740411,27.466877094252606,0.024561531632247353,19,NonStop Hero,Vi Hero 299,SonyLIV,1,95,4,0.014309761899810078,0,1,High Value Customer,0,2025-09-12,199,1
10505,Varenya Iyengar,28,Hyderabad,Postpaid,112,1493,1.8171219259747637,58.015992941368864,0.10058759531479582,19,Data Pack,Vi NonStop Hero 999,None,1,235,2,0.3753020276341241,0,2,Business User,0,2025-08-25,698,2
10506,Krish Krishna,69,Mumbai,Prepaid,15,769,0.4674191119405977,9.725609151856926,0.5299282083922789,0,SuperHero,Vi SuperHero 399,SonyLIV,1,168,1,0.06574013622882863,0,1,OTT Subscriber,0,2025-08-20,999,0
10507,Lakshmi Ben,30,Chennai,Postpaid,3,137,0.49135919159767355,46.48628102784029,0.17385620752556852,3,SuperHero,Vi SuperHero 698,SonyLIV,1,237,3,0.10429972437292463,0,1,Low Value Customer,0,2025-08-28,399,0
10508,Abdul Gera,30,Kolkata,Prepaid,14,753,0.1,47.00538639757059,0.16974995104672386,20,Data Pack,Vi NonStop Hero 698,None,1,26,4,0.04360516251779643,1,1,Student User,0,2025-09-14,749,0
10509,Chavvi Saxena,43,Mumbai,Prepaid,55,282,0.5227084820015281,45.49346961757172,0.042572280458085136,18,NonStop Hero,Vi Hero 299,Netflix,1,118,3,0.16076917784233044,1,0,Low Value Customer,0,2025-08-31,499,0
10510,Panini Mistry,46,Hyderabad,Prepaid,61,173,0.6178891257853482,7.952584461421644,0.2406208188972567,11,Data Pack,Vi SuperHero 999,Amazon Prime,0,82,4,0.010692029317883883,1,1,Low Value Customer,0,2025-08-17,749,0
10511,Chatura Khalsa,26,Hyderabad,Postpaid,102,750,0.1,93.72524271794305,0.32909401726592674,15,SuperHero,Vi Hero 399,Netflix,1,443,0,0.0051162062772280225,0,0,OTT Subscriber,0,2025-09-10,399,0
10512,Nimrat Din,28,Chennai,Postpaid,31,206,0.5440805895160064,23.099433786110765,0.3793761300537696,6,OTT Combo,Vi SuperHero 299,Netflix,1,51,2,0.07964794944375367,0,0,Low Value Customer,0,2025-09-10,999,0
10513,Jatin Aggarwal,20,Bangalore,Prepaid,16,841,0.8734421159760091,71.68262969637622,0.5226738244054059,17,SuperHero,Vi NonStop Hero 499,Netflix,1,58,2,0.42277326922815606,1,2,Business User,1,2025-09-07,299,2
10514,Dayamai Thaker,72,Chennai,Postpaid,108,1205,0.606527351528365,19.6406834573704,0.4234644910177178,3,Unlimited 5G,Vi Hero 999,JioHotstar,0,25,4,0.12441149080646328,0,0,Weekend Data User,0,2025-09-10,249,1
10515,Dominic Gala,73,Kolkata,Postpaid,98,1991,2.9923431366521043,10.705701065178122,0.5872068588885669,16,Data Pack,Vi Hero 299,Amazon Prime,1,80,2,0.037766915160362305,0,0,High Value Customer,0,2025-09-12,399,1
10516,Abeer Salvi,46,Kolkata,Postpaid,65,221,0.6933555474935874,23.64614118325376,0.10095763423068761,5,Unlimited 5G,Vi NonStop Hero 499,SonyLIV,0,125,2,0.03851298655452728,0,0,Low Value Customer,0,2025-09-11,999,0
10517,Watika Oommen,44,Chennai,Postpaid,115,617,2.6138948296131894,17.586706612950774,0.7225315377501291,14,OTT Combo,Vi Hero 499,JioHotstar,0,219,3,0.044423151957565514,0,0,Night User,0,2025-08-24,999,1
10518,Mitali Ram,22,Chennai,Prepaid,51,794,2.5279061302636205,19.463056317355672,0.06699514667612959,1,SuperHero,Vi Hero 299,None,1,84,2,0.1502591799542567,0,2,Caller-Tune Enthusiast,0,2025-08-24,999,1
10519,Devika Kaul,73,Mumbai,Postpaid,116,773,3.496479398572168,37.631078163283824,0.23180389533370066,16,OTT Combo,Vi SuperHero 698,SonyLIV,1,176,1,0.014357053521088717,1,2,Data-Heavy User,0,2025-08-21,749,1
10520,Hemangini Chand,62,Kolkata,Prepaid,5,857,1.328089301562969,28.723483372125443,0.13415074799685467,17,NonStop Hero,Vi NonStop Hero 399,None,1,101,4,0.009356263351314903,0,0,Family Plan User,0,2025-08-30,999,1
10521,Akshay Oommen,37,Mumbai,Postpaid,31,1217,1.503777272287592,60.74975921096708,0.5936124510759773,9,Data Pack,Vi Hero 299,JioHotstar,1,110,2,0.04694571580740962,0,2,OTT Subscriber,0,2025-09-04,249,1
10522,Om Pathak,21,Bangalore,Prepaid,59,405,2.748074183883091,55.59440754052041,0.1871241115183735,10,SuperHero,Vi Hero 999,None,1,152,4,0.01621619844488983,1,0,Data-Heavy User,1,2025-09-04,449,0
